Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,224,1,1,Male,100,2,1,1,Single,2362,6,No,13,3,3,0,11,2,1,9,7,0,7
44,No,Travel_Rarely,136,28,4,Male,32,3,4,1,Married,16328,3,No,13,3,3,1,24,1,4,20,6,14,17
39,No,Travel_Rarely,1089,6,2,Female,32,3,3,2,Single,8376,4,No,18,3,4,0,9,3,3,2,0,2,2
46,No,Travel_Rarely,228,3,3,Female,51,3,4,2,Married,16606,8,No,12,3,4,1,23,2,4,13,12,5,1
35,No,Travel_Rarely,1029,16,4,Female,91,2,3,2,Single,8606,1,No,19,3,4,0,11,3,1,11,8,3,3
23,No,Travel_Rarely,507,20,1,Male,97,3,2,3,Single,2272,0,No,14,3,2,0,5,2,3,4,3,1,2
40,Yes,Travel_Rarely,676,9,4,Male,86,3,1,1,Single,2018,3,No,14,3,2,0,15,3,1,5,4,1,0
34,No,Travel_Rarely,971,1,4,Male,64,2,3,3,Married,7083,1,Yes,14,3,4,0,10,3,3,10,9,8,6
31,Yes,Travel_Frequently,561,3,4,Female,33,3,1,3,Single,4084,1,No,12,3,1,0,7,2,1,7,2,7,7
50,No,Travel_Frequently,333,22,3,Male,88,1,4,4,Single,14411,1,Yes,13,3,4,0,32,2,3,32,6,13,9
34,No,Travel_Rarely,1440,7,2,Male,55,3,1,3,Married,2308,0,Yes,25,4,2,1,12,4,3,11,10,5,7
42,No,Travel_Rarely,1210,2,3,Male,68,2,1,2,Married,4841,4,No,14,3,2,1,4,3,3,1,0,0,0
37,No,Travel_Rarely,674,13,1,Male,47,3,2,4,Married,4285,1,No,17,3,1,0,10,2,3,10,8,3,7
29,No,Travel_Rarely,441,8,3,Female,39,1,2,1,Married,9715,3,No,13,3,3,1,9,3,3,7,7,0,7
33,No,Travel_Rarely,575,25,4,Male,44,2,2,2,Single,4320,1,No,13,3,4,0,5,2,3,5,3,0,2
45,No,Travel_Rarely,950,28,4,Male,97,3,1,4,Married,2132,4,No,20,4,4,1,8,3,3,5,4,0,3
42,No,Travel_Frequently,288,2,4,Male,40,3,3,4,Married,10124,2,Yes,14,3,3,1,24,3,1,20,8,13,9
40,No,Travel_Rarely,1342,9,1,Male,47,3,2,1,Married,5473,0,No,12,3,4,0,9,5,4,8,4,7,1
33,No,Travel_Rarely,589,28,2,Male,79,3,2,3,Married,5207,1,Yes,12,3,2,1,15,3,3,15,14,5,7
40,No,Travel_Rarely,898,6,3,Male,38,3,4,4,Single,16437,1,Yes,21,4,4,0,21,2,3,21,7,7,7
24,No,Travel_Rarely,350,21,3,Male,57,2,1,1,Divorced,2296,0,No,14,3,2,3,2,3,3,1,1,0,0
40,No,Non-Travel,1142,8,4,Male,72,3,2,4,Divorced,4069,3,Yes,18,3,3,0,8,2,3,2,2,2,2
45,No,Travel_Rarely,538,1,1,Male,66,3,3,2,Divorced,7441,1,No,12,3,1,3,10,4,3,10,8,7,7
35,No,Travel_Rarely,1402,28,2,Female,98,2,1,3,Married,2430,0,No,23,4,1,2,6,5,3,5,3,4,2
32,No,Travel_Rarely,824,5,4,Female,67,2,2,2,Married,5878,3,No,12,3,1,1,12,2,3,7,1,2,5
36,No,Travel_Rarely,1157,2,3,Male,70,3,1,4,Single,2644,3,Yes,21,4,4,0,7,3,2,3,2,1,2
48,No,Travel_Rarely,492,16,3,Female,96,3,2,3,Divorced,6439,8,No,14,3,3,1,18,2,3,8,7,7,7
29,No,Travel_Rarely,598,9,3,Male,91,4,1,3,Married,2451,6,No,18,3,1,2,5,2,2,1,0,0,0
33,No,Travel_Rarely,1242,8,1,Male,46,3,2,1,Married,6392,2,No,13,3,4,1,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,740,1,2,Male,64,2,2,1,Married,9714,1,No,11,3,4,1,10,4,3,10,8,6,7
38,No,Travel_Frequently,888,10,3,Male,71,3,2,3,Married,6077,3,No,11,3,3,0,10,2,3,6,3,1,2
35,No,Travel_Rarely,992,1,4,Male,68,2,1,1,Single,2450,1,No,19,3,2,0,3,3,3,3,0,1,2
30,No,Travel_Rarely,1288,29,3,Male,33,3,3,2,Married,9250,3,No,12,3,2,1,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,2,1,Female,69,3,1,1,Divorced,2074,1,Yes,12,3,4,1,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,607,2,3,Female,78,2,3,4,Married,10169,0,No,16,3,2,1,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,903,2,3,Male,81,3,2,2,Married,4855,4,No,11,3,1,2,7,2,3,5,2,1,4
32,No,Non-Travel,1200,1,4,Male,62,3,2,1,Married,4087,4,No,14,3,2,1,9,3,2,6,5,1,2
48,No,Travel_Rarely,1108,15,3,Female,65,3,1,1,Married,2367,8,No,12,3,4,1,10,3,2,8,2,7,6
34,No,Travel_Rarely,479,7,1,Male,35,3,1,4,Single,2972,1,No,13,3,3,0,1,4,1,1,0,0,0
55,No,Travel_Rarely,685,26,3,Male,60,2,5,4,Married,19586,1,No,21,4,3,1,36,3,3,36,6,2,13
34,No,Travel_Rarely,1351,1,2,Male,45,3,2,4,Married,5484,9,No,17,3,2,1,9,3,2,2,2,2,1
26,No,Travel_Rarely,474,3,1,Female,89,3,1,4,Married,2061,1,No,21,4,1,0,1,5,3,1,0,0,0
38,No,Travel_Rarely,1245,14,3,Male,80,3,2,2,Married,9924,0,No,11,3,4,1,10,3,3,9,8,7,7
38,No,Travel_Rarely,437,16,2,Female,90,3,2,2,Single,4198,2,No,12,3,2,0,8,5,4,3,2,1,2
36,No,Travel_Rarely,884,1,2,Female,73,3,2,3,Single,6815,6,No,13,3,1,0,15,5,3,1,0,0,0
29,No,Travel_Rarely,1370,3,2,Male,87,3,1,1,Single,4723,1,Yes,18,3,4,0,10,3,3,10,9,1,5
35,No,Travel_Rarely,670,10,1,Female,51,3,2,3,Single,6142,3,Yes,16,3,3,0,10,4,3,5,2,0,4
39,No,Travel_Rarely,1462,6,4,Male,38,4,3,3,Married,8237,2,No,11,3,1,1,11,3,3,7,6,7,6
29,No,Travel_Frequently,995,2,1,Male,87,3,2,4,Divorced,8853,1,No,19,3,4,1,6,0,4,6,4,1,3
50,No,Travel_Rarely,264,9,3,Male,59,3,5,3,Married,19331,4,Yes,16,3,3,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,977,10,4,Male,45,4,1,3,Married,2073,2,No,16,3,4,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,1302,6,1,Male,80,4,2,1,Married,5562,3,Yes,13,3,4,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,1059,9,4,Male,93,2,5,4,Single,19613,8,No,22,4,4,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,750,28,2,Male,46,4,2,3,Married,3407,1,No,17,3,4,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,653,10,4,Male,92,2,2,3,Married,5063,1,No,14,3,2,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,118,14,4,Female,84,3,2,1,Married,4639,1,No,15,3,3,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,990,27,4,Male,87,4,1,2,Divorced,4876,5,No,12,3,3,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,1349,7,3,Male,63,2,1,4,Married,2690,1,No,18,3,4,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,563,1,4,Male,56,4,4,1,Single,17567,1,No,15,3,2,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,329,24,3,Male,51,3,1,2,Married,2408,1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,No,Non-Travel,457,26,2,Female,85,2,1,3,Married,2814,1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,1234,20,2,Male,41,3,4,3,Married,11245,2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,634,5,2,Female,35,4,1,4,Married,3312,3,No,17,3,4,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,1313,7,2,Female,31,3,5,4,Divorced,19049,0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,241,7,2,Male,48,2,1,2,Married,2141,1,No,12,3,2,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,1015,5,3,Female,50,1,2,1,Single,5769,1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,No,Non-Travel,336,26,1,Male,52,2,2,1,Married,4385,1,No,15,3,1,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,715,2,4,Male,54,3,2,1,Single,5332,7,No,13,3,4,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,559,12,3,Female,76,3,2,3,Married,4663,9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,426,10,3,Male,42,4,2,4,Divorced,4724,1,No,13,3,1,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,722,25,3,Female,84,3,1,1,Married,3211,1,No,14,3,4,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,1387,10,2,Male,76,3,2,1,Married,5377,2,No,13,3,4,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,1302,19,4,Male,67,2,1,1,Divorced,4066,1,No,11,3,1,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,819,18,2,Male,48,4,2,1,Married,5208,1,No,11,3,4,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,580,27,2,Female,39,1,2,1,Divorced,4877,0,No,21,4,2,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,546,5,3,Male,97,3,1,4,Single,3117,1,No,18,3,3,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,544,3,2,Female,70,3,1,4,Single,1569,1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,26,4,Female,98,3,5,3,Married,19658,3,No,11,3,3,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,3,3,Male,76,2,2,3,Divorced,3069,0,No,15,3,4,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,15,1,Female,80,2,3,3,Married,10435,1,No,13,3,4,2,18,2,3,18,15,14,12
35,No,Non-Travel,208,8,3,Female,52,3,2,3,Married,4148,1,No,12,3,4,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,19,3,Male,85,3,2,3,Married,5768,3,No,17,3,1,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,4,1,Female,81,3,2,3,Single,5042,0,No,13,3,4,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,2,4,Female,59,2,2,4,Divorced,5770,1,No,19,3,1,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,2,4,Female,54,2,3,3,Married,7756,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,10,4,Male,55,2,3,1,Married,10306,9,No,17,3,3,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,10,2,Female,71,3,1,2,Married,3936,1,No,11,3,1,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,16,3,Female,84,3,3,4,Single,7945,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,1,1,Male,37,3,2,4,Married,5743,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,4,3,Male,89,2,4,4,Married,15202,2,No,25,4,2,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,15,1,Male,59,1,2,4,Divorced,5440,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,2,1,Female,32,3,1,4,Single,3760,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,8,2,Female,86,4,1,3,Married,3517,7,No,17,3,1,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,2,4,Male,87,3,1,4,Single,2580,2,No,13,3,3,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,7,1,Male,73,3,1,1,Single,2166,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,10,3,Male,42,2,2,3,Single,5869,9,No,11,3,3,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,5,2,Female,42,3,3,1,Married,8008,4,No,12,3,3,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,2,4,Male,77,4,2,3,Divorced,5206,1,No,17,3,3,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,12,4,Male,66,3,2,2,Married,5295,4,No,21,4,3,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,22,1,Female,72,3,4,2,Married,16413,3,No,16,3,2,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,17,4,Female,50,2,3,1,Divorced,13269,5,No,15,3,3,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,2,3,Female,31,3,1,3,Single,2783,1,No,19,3,1,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,3,4,Female,66,3,2,2,Divorced,5433,1,No,12,3,3,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,7,1,Male,77,3,1,2,Single,2013,2,No,11,3,3,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,6,3,Female,41,2,4,3,Married,13966,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,No,Non-Travel,894,1,4,Female,33,2,2,3,Married,4374,0,No,15,3,3,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,3,4,Male,79,4,2,1,Divorced,6842,6,No,20,4,1,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,22,2,Female,91,3,4,3,Married,17426,3,No,25,4,3,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,15,3,Male,65,2,4,3,Married,17603,1,No,24,4,1,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,12,4,Male,36,3,2,4,Single,4581,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,1189,1,4,Male,90,3,2,4,Married,4735,7,No,15,3,4,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,991,5,1,Male,43,2,2,2,Divorced,4187,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,392,2,4,Male,93,3,2,4,Divorced,5505,1,No,14,3,3,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,977,2,4,Male,45,3,2,2,Divorced,5470,0,No,13,3,3,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,1112,5,1,Female,67,3,2,4,Married,5476,1,No,11,3,1,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,464,16,4,Female,74,3,1,1,Divorced,2587,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,148,2,4,Female,42,2,1,2,Single,2440,1,No,22,4,2,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,1225,2,2,Female,47,4,4,2,Divorced,15972,6,No,14,3,3,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,1,3,Male,36,3,4,3,Single,15379,4,No,14,3,1,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,1206,23,4,Male,80,3,3,3,Single,7082,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,727,9,4,Male,54,3,1,1,Single,2728,1,No,11,3,1,0,2,3,3,2,2,0,2
33,No,Non-Travel,530,16,3,Female,36,3,2,4,Divorced,5368,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,1351,26,1,Male,80,3,2,3,Married,5347,6,No,14,3,2,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,528,1,3,Female,44,3,1,4,Divorced,3195,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,1320,8,4,Male,93,2,1,3,Single,3989,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,1495,4,4,Female,87,3,1,3,Married,3306,7,No,19,3,4,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,1395,24,2,Male,48,4,3,4,Married,7005,3,No,15,3,3,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,708,7,4,Female,95,3,1,3,Married,2655,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,1259,2,4,Male,95,3,1,2,Single,1393,1,No,12,3,1,0,1,2,3,1,0,0,0
26,No,Non-Travel,786,7,4,Male,76,3,1,4,Single,2570,1,No,20,4,3,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,1441,22,1,Male,94,2,1,2,Divorced,3537,5,No,12,3,4,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,1157,5,2,Male,57,2,2,4,Married,3986,1,No,14,3,3,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,370,1,3,Male,92,1,3,4,Divorced,10883,3,No,20,4,3,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,267,21,2,Male,79,4,1,2,Married,2028,1,No,18,3,4,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,1278,1,3,Male,31,1,2,4,Divorced,9525,1,No,14,3,3,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,678,19,2,Female,35,2,1,4,Married,2929,1,No,12,3,2,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,7,3,Male,99,3,1,4,Divorced,2275,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,2,3,Female,96,4,3,4,Married,7879,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,2,1,Male,79,2,1,4,Single,4930,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,2,4,Male,73,3,2,4,Married,7847,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,9,3,Male,62,4,1,3,Married,4401,1,No,16,3,4,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,6,4,Male,35,3,3,3,Single,9241,1,No,12,3,2,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,9,4,Female,43,3,1,3,Married,2974,9,No,17,3,3,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,2,3,Female,51,3,2,4,Single,4502,3,No,15,3,3,0,17,2,2,13,7,6,7
45,No,Non-Travel,1238,1,3,Male,74,2,3,3,Married,10748,3,No,23,4,4,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,22,4,Male,58,1,1,3,Married,1555,1,No,11,3,3,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,9,3,Male,82,1,4,3,Married,12936,7,No,11,3,3,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,17,4,Male,62,1,1,3,Married,2305,1,No,15,3,3,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,28,4,Female,48,2,4,2,Single,16704,1,No,11,3,3,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,10,1,Male,56,3,1,3,Married,3433,6,No,13,3,1,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,2,2,Male,69,3,1,3,Married,3477,1,No,14,3,4,1,6,2,4,5,2,0,3
41,No,Non-Travel,552,4,3,Male,60,1,2,2,Married,6430,6,No,19,3,2,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,8,2,Female,92,3,2,1,Married,6516,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,29,2,Male,91,3,1,1,Divorced,3907,1,No,13,3,2,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,13,3,Male,34,3,2,2,Single,5562,6,No,14,3,4,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,27,4,Male,49,3,2,3,Married,6883,2,No,16,3,2,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,16,2,Male,33,3,1,4,Married,2862,1,No,12,3,2,1,10,2,2,10,0,0,8
47,No,Non-Travel,543,2,3,Male,87,3,2,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,2,3,Male,74,3,3,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,13,2,Male,96,2,2,1,Divorced,6134,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,1,1,Male,34,1,2,2,Single,6735,6,No,15,3,2,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,4,3,Female,51,3,1,2,Single,3295,1,No,13,3,3,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,24,4,Female,30,3,2,4,Single,5238,2,No,20,4,4,0,9,3,2,5,4,1,4
39,No,Non-Travel,792,1,4,Male,77,3,2,4,Married,6472,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,371,19,4,Male,80,1,3,3,Married,9610,3,No,13,3,3,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,611,7,2,Male,88,3,5,2,Single,19833,1,No,14,3,2,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,176,4,3,Female,56,1,3,3,Married,9756,4,No,21,4,3,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,1312,2,4,Female,78,2,1,1,Single,4968,0,No,16,3,4,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,897,10,1,Male,59,3,1,4,Married,2145,0,No,14,3,4,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,600,8,3,Female,66,2,1,4,Divorced,2180,6,No,11,3,3,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,1003,5,1,Male,51,3,2,3,Married,8346,1,No,19,3,3,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,1054,8,3,Female,67,3,1,4,Single,3445,1,No,11,3,3,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,428,9,2,Female,52,1,1,2,Single,2760,1,No,13,3,3,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,461,1,4,Male,70,4,2,3,Single,6294,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,979,15,3,Male,94,2,3,1,Divorced,7140,2,No,11,3,1,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,181,2,4,Male,97,4,1,4,Married,2932,0,Yes,14,3,1,3,6,3,3,5,0,1,2
33,No,Non-Travel,1283,2,4,Female,62,3,2,2,Single,5147,8,No,15,3,4,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,1313,11,4,Female,80,3,2,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,211,16,1,Female,74,3,3,1,Single,8564,2,Yes,20,4,3,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,594,2,3,Female,75,2,1,2,Married,2468,4,No,14,3,2,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,1079,16,1,Male,70,3,3,3,Married,8161,2,No,13,3,1,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,590,4,4,Female,91,2,1,1,Divorced,2109,1,No,13,3,3,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,305,16,3,Male,58,4,2,3,Married,5294,3,No,16,3,3,1,10,3,3,7,0,1,7
32,No,Non-Travel,953,5,2,Male,65,3,1,2,Single,2718,2,No,14,3,2,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,833,18,2,Male,60,1,2,4,Married,5811,3,Yes,16,3,3,1,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,807,17,3,Male,38,2,1,3,Married,2437,9,Yes,16,3,4,1,6,4,3,1,0,0,0
42,No,Travel_Rarely,855,12,2,Male,57,3,1,2,Divorced,2766,8,No,22,4,2,3,7,6,2,5,3,0,4
55,No,Travel_Rarely,478,2,3,Male,60,2,5,1,Married,19038,8,No,12,3,2,3,34,2,3,1,0,0,0
33,No,Non-Travel,775,4,4,Male,90,3,2,2,Divorced,3055,5,No,15,3,4,2,11,2,2,9,8,1,7
41,No,Travel_Rarely,548,9,3,Male,94,3,1,1,Divorced,2289,1,No,20,4,2,2,5,2,3,5,3,0,4
34,No,Non-Travel,1375,10,4,Male,87,3,2,3,Divorced,4001,1,Yes,14,3,3,1,15,3,3,15,14,0,7
53,No,Non-Travel,661,1,1,Female,60,2,4,3,Married,12965,4,Yes,20,4,4,3,27,2,2,3,2,0,2
43,No,Travel_Rarely,244,2,2,Male,97,3,1,4,Single,3539,0,No,13,3,2,0,10,5,3,9,7,1,8
34,No,Travel_Rarely,511,3,4,Female,32,1,2,4,Single,6029,5,No,12,3,1,0,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,337,7,2,Male,31,3,1,2,Single,2679,1,No,13,3,2,0,1,3,3,1,0,1,0
38,No,Travel_Rarely,1153,6,4,Female,40,2,1,3,Married,3702,1,No,11,3,2,1,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,1294,8,3,Female,79,3,1,1,Married,2398,1,Yes,17,3,3,0,1,6,3,1,0,0,0
31,No,Travel_Rarely,196,29,1,Female,91,2,2,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7
51,No,Travel_Rarely,942,3,1,Female,53,3,3,3,Married,13116,2,No,11,3,4,0,15,2,3,2,2,2,2
37,No,Travel_Rarely,589,9,2,Male,46,2,2,2,Married,4189,1,No,14,3,1,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,734,2,3,Male,46,3,5,4,Divorced,19328,7,Yes,17,3,3,1,24,3,3,2,1,2,2
36,No,Travel_Rarely,1383,10,4,Male,90,3,3,1,Married,8321,7,Yes,13,3,4,1,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,429,1,3,Male,99,3,1,2,Divorced,2342,1,Yes,12,3,3,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,1239,8,3,Male,89,3,2,2,Divorced,4071,2,No,13,3,3,0,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,303,27,3,Male,84,3,2,4,Single,5813,1,Yes,18,3,4,0,10,2,3,10,7,7,7
33,No,Travel_Rarely,867,8,4,Male,90,4,1,1,Married,3143,6,No,19,3,2,1,14,1,3,10,8,7,6
28,No,Travel_Rarely,1181,1,3,Male,82,3,1,4,Married,2044,1,No,11,3,3,1,5,6,4,5,3,0,3
39,No,Travel_Rarely,1253,10,3,Male,65,3,3,3,Single,13464,7,No,21,4,3,0,9,3,3,4,3,2,2
46,No,Non-Travel,849,26,2,Male,98,2,2,2,Single,7991,8,No,15,3,3,0,6,3,3,2,2,2,2
40,No,Travel_Rarely,616,2,3,Female,99,3,1,1,Married,3377,4,No,17,3,4,1,7,5,2,4,3,0,2
42,No,Travel_Rarely,1128,13,2,Male,95,4,2,1,Married,5538,5,No,18,3,3,2,10,2,2,0,0,0,0
35,No,Non-Travel,1180,2,2,Male,90,3,2,4,Divorced,5762,2,No,14,3,3,1,15,6,3,7,7,1,7
38,No,Non-Travel,1336,2,1,Male,100,3,1,2,Divorced,2592,5,No,13,3,4,3,13,3,3,11,10,3,8
34,Yes,Travel_Frequently,234,9,4,Male,93,3,2,1,Married,5346,4,No,17,3,3,1,11,3,2,7,1,0,7
37,Yes,Travel_Rarely,370,10,4,Male,58,3,2,1,Single,4213,1,No,15,3,2,0,10,4,1,10,3,0,8
39,No,Travel_Frequently,766,20,3,Male,83,3,2,4,Divorced,4127,2,No,18,3,4,1,7,6,3,2,1,2,2
43,No,Non-Travel,343,9,1,Male,52,3,1,3,Single,2438,4,No,13,3,3,0,7,2,2,3,2,1,2
