index,age,job,marital_status,education,has_credit_default,account_balance,has_housing_loan,has_personal_loan,contact_type,day_of_month,month,last_contact_duration,num_contacts_campaign,days_since_prev_campaign,num_contacts_previous,poutcome
4147,30,services,married,secondary,no,227.0,no,yes,unknown,3,jun,23,1,-1,0,unknown
2963,31,management,single,tertiary,no,12569.0,no,no,cellular,9,sep,344,1,295,1,failure
2863,31,management,single,tertiary,no,385.0,yes,no,unknown,21,may,304,1,-1,0,unknown
106,37,blue-collar,married,secondary,no,427.0,yes,yes,unknown,9,jun,371,3,-1,0,unknown
1827,50,management,married,tertiary,no,4374.0,yes,no,cellular,21,nov,163,2,113,3,failure
435,55,entrepreneur,divorced,tertiary,no,0.0,no,no,unknown,6,jun,108,2,-1,0,unknown
2678,74,retired,married,secondary,no,935.0,no,no,cellular,26,jan,100,1,104,1,other
505,31,unemployed,married,secondary,no,296.0,yes,no,unknown,20,may,378,3,-1,0,unknown
3456,35,self-employed,married,secondary,no,670.0,no,no,cellular,9,jul,378,1,-1,0,unknown
606,28,blue-collar,married,secondary,no,1020.0,yes,no,unknown,28,may,251,1,-1,0,unknown
4040,53,entrepreneur,married,primary,no,27.0,yes,no,telephone,10,sep,230,3,-1,0,unknown
2799,43,management,married,tertiary,no,2886.0,no,no,cellular,20,nov,230,1,-1,0,unknown
3771,61,management,married,tertiary,no,997.0,no,no,cellular,10,mar,106,1,-1,0,unknown
2525,55,blue-collar,married,unknown,no,23.0,no,no,cellular,30,jan,143,1,2,3,other
1383,34,management,married,tertiary,no,4170.0,yes,no,unknown,21,may,935,1,-1,0,unknown
1782,31,blue-collar,single,secondary,no,-219.0,yes,no,unknown,30,may,66,2,-1,0,unknown
3747,37,blue-collar,married,secondary,no,140.0,yes,yes,cellular,7,may,490,1,-1,0,unknown
605,31,admin.,married,secondary,no,88.0,yes,yes,cellular,8,aug,189,2,-1,0,unknown
1494,27,services,single,secondary,no,-124.0,no,no,cellular,18,jul,217,1,-1,0,unknown
4199,35,blue-collar,married,secondary,no,603.0,yes,no,cellular,17,apr,474,2,-1,0,unknown
3151,43,entrepreneur,married,secondary,no,59.0,no,no,unknown,13,may,437,2,-1,0,unknown
2013,31,blue-collar,single,secondary,no,609.0,yes,no,cellular,14,apr,1126,1,335,1,failure
3807,46,admin.,married,primary,no,276.0,yes,yes,unknown,6,may,157,2,-1,0,unknown
1748,49,admin.,married,secondary,no,197.0,yes,no,cellular,13,apr,223,1,182,2,failure
329,48,admin.,single,secondary,no,1150.0,yes,no,unknown,28,may,357,1,-1,0,unknown
1286,32,management,single,tertiary,no,1218.0,yes,no,telephone,28,jan,70,2,-1,0,unknown
3440,32,services,married,secondary,no,4885.0,yes,yes,cellular,18,nov,400,2,-1,0,unknown
1886,39,technician,divorced,secondary,no,902.0,yes,no,cellular,10,feb,691,2,180,5,failure
3750,79,retired,divorced,unknown,no,2628.0,no,no,telephone,8,jul,220,7,450,2,failure
3659,52,technician,married,secondary,no,64.0,no,no,telephone,29,aug,20,2,-1,0,unknown
3844,39,admin.,married,secondary,no,607.0,yes,no,cellular,12,may,454,2,364,3,failure
109,27,housemaid,married,primary,no,0.0,yes,no,cellular,23,jul,435,3,-1,0,unknown
2560,44,blue-collar,married,secondary,no,1071.0,yes,no,cellular,11,may,143,3,357,1,failure
3147,52,unemployed,married,secondary,no,-9.0,no,no,unknown,9,jun,123,1,-1,0,unknown
1050,36,blue-collar,married,secondary,no,0.0,no,no,unknown,20,jun,332,3,-1,0,unknown
1279,32,management,married,tertiary,no,913.0,yes,no,cellular,23,jun,883,1,674,4,failure
2940,61,technician,married,secondary,no,1191.0,no,no,cellular,21,may,214,4,-1,0,unknown
3087,28,management,single,tertiary,no,224.0,yes,no,cellular,2,feb,97,3,-1,0,unknown
3205,77,retired,married,primary,no,680.0,no,no,telephone,27,nov,341,4,94,3,failure
877,30,management,single,tertiary,no,19358.0,no,no,cellular,19,nov,258,2,-1,0,unknown
4132,37,technician,married,secondary,no,1063.0,yes,no,cellular,31,jul,413,2,-1,0,unknown
2309,33,management,married,tertiary,no,2098.0,no,no,cellular,20,nov,67,1,-1,0,unknown
871,31,housemaid,single,primary,no,26965.0,no,no,cellular,21,apr,654,2,-1,0,unknown
1390,37,blue-collar,married,unknown,no,603.0,yes,no,unknown,23,may,773,2,-1,0,unknown
1752,47,services,married,tertiary,no,871.0,no,no,cellular,22,aug,602,9,-1,0,unknown
2806,53,blue-collar,single,secondary,no,5715.0,no,no,cellular,28,jan,287,2,-1,0,unknown
3755,33,blue-collar,single,secondary,no,3975.0,yes,yes,cellular,17,apr,515,1,150,1,other
613,41,self-employed,married,tertiary,no,231.0,no,no,cellular,7,aug,352,2,-1,0,unknown
376,40,management,married,primary,no,733.0,yes,no,unknown,6,jun,94,7,-1,0,unknown
3231,29,admin.,married,secondary,no,22171.0,yes,no,cellular,18,may,44,1,355,3,failure
703,48,blue-collar,married,secondary,no,705.0,no,no,unknown,13,may,108,2,-1,0,unknown
2757,59,retired,married,unknown,no,0.0,no,no,unknown,8,may,425,6,-1,0,unknown
2973,46,admin.,married,secondary,no,556.0,yes,yes,unknown,15,may,646,3,-1,0,unknown
2425,32,unemployed,married,secondary,no,2400.0,yes,yes,cellular,5,feb,450,3,-1,0,unknown
3078,36,blue-collar,married,secondary,no,1587.0,yes,no,cellular,28,jul,200,2,-1,0,unknown
1401,44,management,married,unknown,no,415.0,yes,no,telephone,14,may,7,7,-1,0,unknown
3459,30,services,single,primary,no,79.0,yes,no,cellular,15,may,317,1,-1,0,unknown
1343,47,technician,married,secondary,no,1233.0,yes,no,unknown,11,sep,91,1,100,2,other
459,43,management,divorced,tertiary,no,36.0,no,no,cellular,26,may,118,1,102,2,failure
129,77,retired,divorced,tertiary,no,4659.0,no,no,cellular,14,apr,161,1,-1,0,unknown
2738,39,technician,single,tertiary,no,1043.0,no,no,cellular,18,aug,195,10,-1,0,unknown
1742,55,retired,married,primary,no,150.0,no,no,cellular,8,jul,124,1,-1,0,unknown
3007,44,blue-collar,married,secondary,no,508.0,yes,no,cellular,20,apr,222,1,154,1,failure
1171,36,admin.,single,secondary,no,0.0,no,no,cellular,20,apr,637,1,-1,0,unknown
2527,36,services,single,secondary,no,398.0,yes,yes,unknown,17,jun,77,2,-1,0,unknown
684,28,services,single,secondary,no,168.0,no,no,cellular,1,jun,347,3,140,2,success
1384,40,blue-collar,married,primary,no,-335.0,yes,no,unknown,27,may,260,1,-1,0,unknown
1116,28,management,married,tertiary,no,318.0,yes,no,unknown,27,may,4,4,-1,0,unknown
627,57,retired,married,secondary,no,374.0,yes,yes,cellular,16,jul,236,1,-1,0,unknown
665,54,technician,married,secondary,no,0.0,no,no,telephone,16,nov,986,1,94,8,failure
3633,36,technician,married,tertiary,no,629.0,yes,yes,cellular,29,dec,109,1,246,1,failure
673,33,management,married,tertiary,no,1808.0,yes,no,unknown,4,jun,99,4,-1,0,unknown
882,50,housemaid,divorced,primary,no,94.0,yes,no,cellular,22,jul,184,4,-1,0,unknown
1458,36,management,married,tertiary,no,,yes,no,cellular,12,aug,307,1,-1,0,unknown
3018,57,self-employed,married,secondary,no,35.0,no,yes,unknown,26,jun,215,3,-1,0,unknown
735,30,services,single,secondary,no,566.0,no,no,cellular,5,feb,110,1,-1,0,unknown
3199,56,housemaid,married,tertiary,no,1922.0,yes,no,cellular,24,jul,247,2,-1,0,unknown
2637,44,self-employed,married,secondary,no,313.0,no,no,cellular,6,aug,211,4,-1,0,unknown
4177,57,management,married,tertiary,no,1341.0,yes,no,unknown,8,may,339,2,-1,0,unknown
4192,29,management,single,secondary,no,584.0,yes,no,unknown,16,jun,541,19,-1,0,unknown
762,32,management,single,tertiary,no,1831.0,yes,no,cellular,20,apr,86,2,-1,0,unknown
2122,48,unemployed,married,secondary,no,817.0,no,no,cellular,14,jan,517,1,282,4,success
2033,41,blue-collar,divorced,primary,no,664.0,no,yes,cellular,15,jul,955,5,-1,0,unknown
3224,55,management,married,tertiary,no,-375.0,no,no,cellular,30,jul,814,2,-1,0,unknown
4247,32,management,single,tertiary,no,0.0,no,no,cellular,21,nov,9,6,-1,0,unknown
2045,56,management,married,tertiary,no,318.0,no,yes,telephone,9,jul,246,3,-1,0,unknown
3728,53,technician,married,secondary,no,0.0,no,no,cellular,22,aug,77,9,-1,0,unknown
3684,30,admin.,single,tertiary,no,305.0,no,no,cellular,30,apr,633,1,85,2,success
3210,50,management,married,secondary,no,732.0,no,no,cellular,7,apr,736,7,-1,0,unknown
3765,55,technician,divorced,secondary,no,3450.0,no,no,cellular,10,feb,169,1,183,1,failure
3462,34,blue-collar,married,secondary,no,360.0,yes,no,telephone,19,nov,46,1,182,2,failure
2389,53,technician,married,tertiary,no,6072.0,no,yes,unknown,16,jun,226,4,-1,0,unknown
118,39,blue-collar,married,primary,no,52.0,no,no,cellular,13,aug,69,1,-1,0,unknown
4288,44,technician,divorced,secondary,no,0.0,no,no,cellular,28,jul,264,5,-1,0,unknown
4356,51,admin.,married,secondary,no,1415.0,yes,no,unknown,2,jun,151,3,-1,0,unknown
271,24,blue-collar,single,secondary,no,174.0,yes,yes,cellular,18,may,487,1,-1,0,unknown
564,35,blue-collar,married,secondary,no,-339.0,yes,no,unknown,8,may,389,2,-1,0,unknown
3377,45,admin.,married,unknown,no,2033.0,no,no,cellular,30,nov,123,1,186,4,failure
1846,51,self-employed,married,secondary,no,95.0,yes,no,cellular,23,jul,1309,4,-1,0,unknown
1785,32,blue-collar,married,secondary,no,300.0,no,no,cellular,6,feb,166,2,-1,0,unknown
4080,40,blue-collar,married,primary,no,2805.0,yes,no,cellular,14,may,173,6,353,23,failure
417,45,blue-collar,single,primary,no,999.0,no,no,cellular,29,jan,182,2,-1,0,unknown
1283,27,admin.,married,secondary,no,639.0,no,yes,cellular,14,jul,243,3,-1,0,unknown
2121,24,student,single,secondary,no,508.0,yes,no,telephone,18,may,12,3,374,1,other
1982,61,blue-collar,married,primary,no,625.0,yes,no,unknown,19,may,158,2,-1,0,unknown
4417,33,unemployed,married,tertiary,no,302.0,yes,yes,cellular,16,apr,670,1,-1,0,unknown
1479,31,blue-collar,married,primary,no,620.0,no,no,cellular,30,mar,95,1,-1,0,unknown
1520,35,management,married,tertiary,no,93.0,no,no,cellular,4,may,198,2,88,1,other
3946,28,admin.,married,secondary,no,934.0,yes,no,unknown,4,jul,53,2,-1,0,unknown
2433,73,retired,married,primary,no,796.0,no,no,cellular,23,oct,427,1,182,2,failure
3951,50,technician,single,secondary,no,,yes,no,cellular,17,nov,270,1,123,2,failure
3817,33,admin.,married,secondary,no,95.0,yes,no,cellular,30,apr,335,1,-1,0,unknown
1472,48,services,married,secondary,no,116.0,yes,no,telephone,20,apr,70,4,-1,0,unknown
3346,55,admin.,married,secondary,no,865.0,yes,no,cellular,27,oct,96,1,111,3,failure
2046,21,services,single,secondary,no,1903.0,yes,no,unknown,29,may,107,2,-1,0,unknown
1525,35,blue-collar,single,unknown,no,871.0,yes,no,unknown,6,jun,216,3,-1,0,unknown
3194,28,management,single,unknown,no,81.0,no,yes,cellular,8,jul,158,1,-1,0,unknown
3290,49,retired,married,primary,no,1672.0,no,no,cellular,17,jul,128,3,-1,0,unknown
1980,56,admin.,married,unknown,no,2038.0,no,no,cellular,8,feb,405,1,305,1,success
579,33,technician,single,tertiary,no,696.0,no,yes,cellular,5,feb,193,1,176,8,failure
1817,27,blue-collar,married,secondary,no,2171.0,yes,no,cellular,16,apr,130,1,323,1,other
62,48,management,married,tertiary,no,5887.0,no,no,cellular,13,aug,227,2,-1,0,unknown
3187,63,retired,married,secondary,no,474.0,no,no,cellular,25,jan,423,1,-1,0,unknown
844,40,services,single,secondary,no,65.0,yes,no,cellular,15,may,15,3,-1,0,unknown
15,40,management,married,tertiary,no,194.0,no,yes,cellular,29,aug,189,2,-1,0,unknown
348,44,admin.,married,secondary,no,0.0,yes,yes,unknown,16,may,159,1,-1,0,unknown
820,50,management,married,secondary,yes,421.0,no,no,cellular,20,nov,22,5,-1,0,unknown
1004,24,blue-collar,married,secondary,no,204.0,yes,yes,cellular,17,apr,229,3,-1,0,unknown
827,32,blue-collar,single,primary,no,882.0,no,yes,cellular,29,jul,80,8,-1,0,unknown
2935,38,services,married,secondary,no,435.0,yes,no,unknown,23,may,193,2,-1,0,unknown
717,40,management,married,tertiary,no,10786.0,no,no,unknown,20,jun,111,3,-1,0,unknown
4001,36,technician,married,secondary,no,191.0,no,no,cellular,31,aug,69,1,-1,0,unknown
244,50,blue-collar,married,secondary,no,606.0,yes,no,unknown,14,may,673,2,-1,0,unknown
867,33,blue-collar,divorced,primary,no,636.0,yes,no,cellular,9,jul,211,11,-1,0,unknown
4119,52,retired,single,secondary,no,316.0,no,no,cellular,12,may,463,3,-1,0,unknown
3176,28,admin.,single,secondary,no,4745.0,no,no,telephone,12,may,360,1,181,5,success
1174,35,management,married,tertiary,no,317.0,yes,no,unknown,23,may,162,3,-1,0,unknown
3359,25,unemployed,single,secondary,no,34.0,no,yes,unknown,4,jul,316,1,-1,0,unknown
3774,34,blue-collar,married,secondary,no,,yes,no,unknown,20,may,120,1,-1,0,unknown
3279,31,blue-collar,single,tertiary,no,2197.0,yes,no,unknown,23,may,146,3,-1,0,unknown
1945,33,blue-collar,single,secondary,no,4404.0,yes,no,cellular,20,nov,766,3,-1,0,unknown
310,49,blue-collar,married,secondary,no,8545.0,yes,yes,cellular,6,may,199,7,167,1,failure
4113,43,self-employed,single,tertiary,no,0.0,no,no,unknown,19,jun,147,1,-1,0,unknown
714,56,management,single,tertiary,no,15311.0,no,no,cellular,29,apr,157,6,-1,0,unknown
3174,36,blue-collar,single,secondary,no,168.0,yes,no,telephone,12,may,52,1,-1,0,unknown
64,56,admin.,married,secondary,no,16873.0,no,no,cellular,7,oct,223,1,-1,0,unknown
2497,42,blue-collar,married,primary,no,,yes,no,unknown,14,may,521,2,-1,0,unknown
2278,34,technician,single,secondary,no,943.0,no,no,cellular,29,aug,96,4,-1,0,unknown
2972,56,admin.,married,secondary,no,45.0,no,no,unknown,5,may,1467,1,-1,0,unknown
143,31,management,single,tertiary,no,874.0,yes,no,cellular,18,nov,190,2,-1,0,unknown
2265,45,management,married,tertiary,no,1929.0,yes,no,unknown,29,may,44,15,-1,0,unknown
783,59,blue-collar,married,primary,no,179.0,yes,no,unknown,5,may,55,3,-1,0,unknown
4359,46,housemaid,single,tertiary,no,3232.0,no,no,telephone,15,jun,94,2,-1,0,unknown
3208,30,blue-collar,married,primary,no,-518.0,yes,yes,unknown,28,may,244,6,-1,0,unknown
2250,50,management,married,tertiary,no,207.0,yes,no,cellular,4,feb,99,1,-1,0,unknown
1282,30,blue-collar,married,primary,no,2581.0,no,no,unknown,12,may,221,2,-1,0,unknown
1418,38,services,single,secondary,no,2253.0,yes,no,cellular,13,may,937,3,-1,0,unknown
2417,62,management,married,tertiary,no,0.0,no,no,cellular,13,oct,78,3,-1,0,unknown
770,26,blue-collar,single,secondary,no,-32.0,yes,yes,cellular,31,jul,14,6,-1,0,unknown
3612,50,management,divorced,tertiary,no,356.0,no,no,cellular,8,may,198,2,358,5,other
2976,28,blue-collar,single,secondary,no,56.0,yes,no,unknown,23,may,66,1,-1,0,unknown
4489,45,management,married,tertiary,no,6945.0,no,no,cellular,5,aug,131,5,356,3,failure
3959,54,retired,divorced,primary,no,22.0,no,no,unknown,20,jun,23,4,-1,0,unknown
3013,49,technician,married,tertiary,no,523.0,yes,no,cellular,3,mar,152,2,-1,0,unknown
863,49,self-employed,married,primary,no,489.0,yes,no,unknown,27,may,84,4,-1,0,unknown
1902,34,technician,single,secondary,no,318.0,no,yes,cellular,25,jul,239,5,-1,0,unknown
946,52,management,married,tertiary,no,3163.0,no,no,cellular,25,aug,56,6,-1,0,unknown
2816,34,technician,single,tertiary,no,586.0,yes,no,unknown,16,may,489,2,-1,0,unknown
2315,52,self-employed,single,tertiary,no,1623.0,yes,no,unknown,5,jun,21,17,-1,0,unknown
1108,43,management,single,tertiary,no,146.0,no,no,cellular,21,nov,50,1,113,5,other
2572,25,admin.,married,secondary,no,242.0,yes,no,cellular,30,jul,62,12,-1,0,unknown
3161,24,technician,married,secondary,no,556.0,yes,no,cellular,18,aug,460,2,-1,0,unknown
3911,48,management,married,secondary,no,2294.0,yes,no,unknown,26,may,251,11,-1,0,unknown
2318,53,admin.,married,secondary,no,225.0,yes,no,cellular,20,apr,304,1,340,1,failure
3835,29,housemaid,single,tertiary,no,19.0,no,no,cellular,5,feb,110,2,64,2,success
2661,57,retired,married,primary,no,1238.0,yes,no,cellular,15,jul,274,1,-1,0,unknown
731,48,blue-collar,married,primary,no,1092.0,no,yes,cellular,18,nov,79,1,172,8,failure
4345,34,technician,single,secondary,no,174.0,no,no,telephone,11,may,259,4,-1,0,unknown
204,29,blue-collar,single,tertiary,no,455.0,no,no,telephone,21,apr,403,1,-1,0,unknown
263,53,entrepreneur,married,tertiary,no,624.0,no,yes,cellular,21,jul,180,4,-1,0,unknown
3222,33,blue-collar,single,secondary,no,5739.0,yes,yes,cellular,21,nov,374,1,-1,0,unknown
3350,31,admin.,married,secondary,no,389.0,yes,no,cellular,7,dec,69,1,185,2,failure
2308,36,management,divorced,tertiary,no,5195.0,yes,no,unknown,2,jun,55,25,-1,0,unknown
2380,32,technician,single,secondary,no,6402.0,yes,no,cellular,6,may,158,1,167,1,success
3416,30,management,single,tertiary,no,47.0,no,yes,cellular,31,jul,11,17,-1,0,unknown
1777,43,management,married,unknown,no,5172.0,yes,no,unknown,29,may,57,3,-1,0,unknown
4392,50,unemployed,married,secondary,no,3357.0,no,no,cellular,9,jun,239,4,-1,0,unknown
2995,43,technician,single,secondary,no,593.0,yes,no,unknown,5,may,55,1,-1,0,unknown
2723,34,technician,single,tertiary,no,9851.0,yes,no,cellular,20,nov,128,5,-1,0,unknown
2431,42,unemployed,married,secondary,no,1289.0,no,no,cellular,15,jul,250,4,415,2,failure
2219,44,technician,married,secondary,no,2776.0,yes,no,cellular,27,jan,701,1,-1,0,unknown
1386,50,services,married,secondary,no,254.0,yes,no,cellular,15,apr,397,2,337,1,failure
494,44,technician,single,secondary,no,244.0,yes,no,cellular,12,aug,1735,4,-1,0,unknown
1921,43,technician,married,secondary,no,434.0,yes,no,unknown,5,may,117,1,-1,0,unknown
1523,34,technician,single,secondary,no,2178.0,yes,no,cellular,26,may,41,1,-1,0,unknown
4479,39,admin.,single,secondary,no,163.0,yes,no,cellular,30,jan,107,2,-1,0,unknown
4443,28,management,single,tertiary,no,0.0,no,no,telephone,27,may,198,2,-1,0,unknown
3923,57,retired,married,primary,no,-464.0,yes,no,cellular,4,feb,75,1,190,6,failure
2665,27,student,single,tertiary,no,3733.0,yes,no,cellular,22,may,198,1,98,6,success
1115,41,admin.,married,secondary,no,5110.0,yes,no,cellular,13,apr,231,1,-1,0,unknown
3587,38,management,married,tertiary,no,3452.0,no,no,cellular,13,aug,132,2,-1,0,unknown
2481,30,management,married,tertiary,no,931.0,no,no,cellular,17,jul,1183,1,-1,0,unknown
1255,33,technician,married,secondary,no,0.0,yes,yes,cellular,19,nov,163,2,-1,0,unknown
1016,36,blue-collar,married,secondary,no,439.0,yes,no,unknown,21,may,260,5,-1,0,unknown
3262,58,blue-collar,divorced,secondary,no,314.0,no,no,unknown,25,jun,67,2,-1,0,unknown
4003,26,student,single,secondary,no,-147.0,no,no,unknown,4,jun,95,2,-1,0,unknown
969,55,blue-collar,married,primary,no,3873.0,no,no,telephone,21,apr,222,1,-1,0,unknown
2230,48,blue-collar,single,secondary,no,-552.0,no,yes,cellular,21,nov,150,2,-1,0,unknown
314,25,admin.,single,tertiary,no,760.0,yes,no,cellular,27,may,223,3,89,2,failure
3425,26,management,single,tertiary,no,1177.0,no,no,cellular,19,oct,116,1,-1,0,unknown
2718,48,services,married,secondary,yes,-20.0,no,no,cellular,20,aug,142,2,-1,0,unknown
3745,23,services,single,secondary,no,250.0,yes,no,cellular,18,may,222,1,-1,0,unknown
3872,29,services,single,secondary,no,209.0,yes,no,cellular,28,jul,487,7,-1,0,unknown
3599,59,blue-collar,married,primary,no,2814.0,no,no,unknown,20,jun,81,3,-1,0,unknown
1433,33,blue-collar,single,secondary,no,13494.0,yes,no,unknown,20,jun,27,25,-1,0,unknown
138,52,management,married,tertiary,no,-970.0,yes,no,cellular,4,feb,489,1,-1,0,unknown
3489,38,blue-collar,married,secondary,no,526.0,yes,yes,unknown,23,may,553,2,-1,0,unknown
3993,44,management,married,tertiary,no,,no,no,unknown,18,jun,476,1,-1,0,unknown
3389,46,management,divorced,secondary,no,361.0,yes,no,unknown,19,may,86,7,-1,0,unknown
2634,39,housemaid,single,primary,no,109.0,yes,no,unknown,6,may,699,3,-1,0,unknown
1954,49,retired,married,primary,no,-37.0,no,no,unknown,4,jul,191,2,-1,0,unknown
4285,37,admin.,married,tertiary,no,0.0,yes,no,cellular,21,jul,115,1,-1,0,unknown
1565,45,unemployed,divorced,secondary,no,728.0,yes,yes,cellular,18,nov,107,1,-1,0,unknown
345,36,blue-collar,single,secondary,no,219.0,yes,yes,cellular,11,may,270,2,347,1,failure
355,30,services,single,secondary,no,209.0,yes,no,unknown,6,may,30,2,-1,0,unknown
1048,34,services,married,secondary,no,1337.0,no,no,cellular,17,dec,330,2,127,3,success
1426,38,entrepreneur,married,secondary,no,157.0,no,yes,cellular,15,may,57,11,366,1,other
4279,31,housemaid,married,unknown,yes,-6.0,no,yes,telephone,7,jul,94,2,-1,0,unknown
2331,37,technician,single,tertiary,no,1661.0,no,no,cellular,19,aug,199,5,-1,0,unknown
4042,30,technician,single,tertiary,no,1185.0,yes,no,cellular,30,apr,284,1,339,1,failure
2693,40,admin.,married,secondary,no,0.0,yes,yes,cellular,17,nov,57,1,-1,0,unknown
2068,47,technician,married,secondary,no,1167.0,yes,no,cellular,30,apr,968,1,87,5,failure
1098,37,technician,single,secondary,no,0.0,no,no,cellular,4,aug,69,2,-1,0,unknown
